"id","date","price","month.return","ym","year","month","treasury","mkt","mktprm","cmpprm","industry","long.treasury","long.minus.short","season"
1101,20181019,37.28,-13.00841182,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-13.1975307234396,11,0.274124522030972,0.0850056185913939,4
1102,20181019,36.28,-17.47247307,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-17.6615919734396,11,0.274124522030972,0.0850056185913939,4
1216,20181019,74.75,-8.753042232,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-8.94216113543958,29,0.274124522030972,0.0850056185913939,4
1301,20181019,101.51,-18.36245212,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-18.5515710234396,11,0.274124522030972,0.0850056185913939,4
1303,20181019,76.29,-14.02182303,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-14.2109419334396,11,0.274124522030972,0.0850056185913939,4
1326,20181019,113.29,-16.00383872,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-16.1929576234396,11,0.274124522030972,0.0850056185913939,4
1402,20181019,31.19,-17.54628522,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-17.7354041234396,29,0.274124522030972,0.0850056185913939,4
2002,20181019,24.31,-6.599396275,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-6.78851517843958,11,0.274124522030972,0.0850056185913939,4
2105,20181019,42.32,-16.46596508,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-16.6550839834396,11,0.274124522030972,0.0850056185913939,4
2301,20181019,34.34,-14.75476842,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-14.9438873234396,23,0.274124522030972,0.0850056185913939,4
2303,20181019,13.22,-25.20361138,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-25.3927302834396,23,0.274124522030972,0.0850056185913939,4
2308,20181019,118.81,-13.02339955,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-13.2125184534396,23,0.274124522030972,0.0850056185913939,4
2317,20181019,NA,NA,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,NA,23,0.274124522030972,0.0850056185913939,4
2327,20181019,397.01,-18.71995347,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-18.9090723734396,23,0.274124522030972,0.0850056185913939,4
2330,20181019,233.65,-15.32281799,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-15.5119368934396,23,0.274124522030972,0.0850056185913939,4
2354,20181019,66.39,-15.18066732,201810,2018,10,0.189118903439578,-8.64,-8.82911890343958,-15.3697862234396,23,0.274124522030972,0.0850056185913939,4
